,Publisher
3423,"Coppenrath, MÃ?Â¼nster"
3424,Coppens  Frenks. Publishers
3425,Copper Beech
3426,Copper Beech Books
3427,Copper Beech Publishing
3428,Copper Canyon Press
3429,Coppola
3430,Coral Tree Publishers
3431,Corax Press
3432,Corbaccio
3433,Cordovan Corp
3434,Corgi
3435,Corgi Adult
3436,Corgi Books
3437,Corgi Childrens
3438,Corgi Yearling Books
3439,Corinthian Books
3440,Coriolis Group
3441,Coriolis Group Books
3442,Coriolis Group* C/o Pri
3443,Coriolis Technology Press
3444,Coriolus Group Books
3445,Cork Hill Press
3446,Corkscrew Press
3447,Cormorant Books
3448,Cornell Maritime Press
3449,Cornell Univ East Asia Program
3450,Cornell Univ Pr
3451,Cornell University Press
3452,Cornelsen
3453,Cornelsen Lehrbuch
3454,Cornelsen Lernhilfen
3455,Corner House Publications
3456,Cornerstone
3457,Cornerstone Books
3458,Cornerstone Library
3459,Cornerstone Press Chicago
3460,Corona House Publishing
3461,Corona Pub. Co
3462,Coronet
3463,Coronet Australia
3464,Coronet Books
3465,Coronet Books  Publications
3466,Coronet Books Inc
3467,"Corporation of Sheffield; Wakefield, EP Publishing Ltd"
3468,Corregidor
3469,"Cortes Generales, Servicio de Estudios y Publicaciones"
3470,Cortina
3471,Corvina
3472,Corvina Press
3473,Corwin Press
3474,Cosmic Communication Co
3475,Cosmopolitan
3476,Cosmos
3477,Cosmos Books (NJ)
3478,Cosmos Press
3479,Cosmos Pub Co Inc
3480,Cote Literary Group
3481,Coteau Books
3482,Cotovia
3483,Cotsen Institute of Archaeology
3484,Cottage Classics
3485,Cottage Publications (IN)
3486,Cotton Tale Pr
3487,Coulsong List
3488,Council Oak Books
3489,Council Oak Distribution
3490,Council of Logistics Management
3491,Council on Foreign Relations Press
3492,Counter-Force Press
3493,Counterpoint Press
3494,Countertop Video
3495,Country Books
3496,Country Cupboard Publishing
3497,Country Press
3498,Country Roads Press
3499,Country Scenics Pub
3500,Country Store Reiman Pubs
3501,Countryman Pr
3502,Countryman Press
3503,Countryside Books
3504,Courage Books
3505,Courrier du Livre
3506,Course Technology
3507,Course Technology Ptr
3508,Coutinho
3509,Cove Press
3510,Covenant Communications
3511,Covenant Communications Inc
3512,Covenant House
3513,Covenant House Books
3514,Covey
3515,Covos Day
3516,Coward McCann
3517,"Coward, McCann  Geoghegan"
3518,Cowles Creative Publishing
3519,Cowley Publications
3520,Cox Publishing
3521,Cox Wyman Ltd
3522,Coyoacan
3523,Coyote Books
3524,Cpg Inc
3525,Cps Inc
3526,Cq Pr
3527,Cq Products
3528,Crabtree Pub
3529,Crabtree Publishing Company
3530,Cracom Corp
3531,Craft Supplies USA
3532,Craftsman Book Co
3533,Craftsman House
3534,Crafty Secrets Publications
3535,Craig Potton Publishing
3536,Craigs
3537,Cram Cassettes Study Guides
3538,Crane Hill Publishers
3539,Crazy Pet Press
3540,Crazyhorse Press
3541,Crc Press Inc
3542,Creating Keepsakes Books
3543,Creation Books
3544,Creation House
3545,Creation House Press
3546,Creation House/strang@com
3547,Creation Pub Group
3548,Creative Art Press
3549,Creative Arts Book Co
3550,Creative Arts Book Company
3551,Creative Book Publishing
3552,Creative Bound
3553,Creative Child Press
3554,Creative Computing Pr
3555,Creative Designs Inc.
3556,Creative Education
3557,Creative Education (Sd)
3558,Creative Education Foundation
3559,Creative Education Inc
3560,"Creative Education; [distributed by Childrens Press, Chicago"
3561,Creative Enterprise
3562,Creative Home Library
3563,Creative Homeowner Pr
3564,Creative Homeowner Press
3565,Creative House
3566,Creative Pr
3567,Creative Press
3568,Creative Pub Intl
3569,Creative Publishing
3570,Creative Publishing International
3571,Creative Teaching Press
3572,Creative Time
3573,Creative Works Publishing
3574,Creepy Little Productions
3575,Creflo Dollar Ministries
3576,Crescent
3577,Crescent Books
3578,Crescent Books Ltd
3579,Crescent House Pub
3580,Crestwood House
3581,Cricket Books
3582,CricketSong Books
3583,Crime Club
3584,Crime Line
3585,Crime and Again Press
3586,Crimeline
3587,Crimson Light Books
3588,Crippen  Landru Publishers
3589,"Crippen  Landru, Publishers"
3590,Crippen and Landru Publishers
3591,Crisp Publications
3592,Crispin/Hammer
3593,Cristal
3594,Criterion Collection
3595,Critic's Choice
3596,Critica
3597,Critica Barcelona
3598,Critical Connection
3599,Critical Press
3600,Critical Thinking Books  Software
3601,Critical Vision
3602,Critics Choice
3603,Critics Choice Paperbacks
3604,Critics Choice Paperbacks/Lorevan Publishing
3605,"Critics Choice Paperbacks/Lorevan Publishing, Incorporated"
3606,Crocodile Books
3607,Crocus Books
3608,Crosley Griffth Pub Co
3609,Cross Cultural Pr
3610,Cross Generation Comics
3611,Cross Training Pub
3612,Cross+roads Press
3613,CrossAmerica Books
3614,Crossamerica Books
3615,Crossing
3616,Crossing Book Club
3617,Crossing Press
3618,Crossings
3619,Crossquarter Publishing Group
3620,Crossroad
3621,Crossroad 8th Avenue
3622,Crossroad Carlisle
3623,Crossroad General Interest
3624,Crossroad Pub Co
3625,Crossroad Publishing Company
3626,Crossroad/Carlisle
3627,Crossroad/Herder  Herder
3628,Crosstown Books
3629,Crossway Books
3630,Crotalus Publishing
3631,Crowell
3632,Crowell-Collier
3633,Crown
3634,Crown Books
3635,Crown Books for Young Readers
3636,Crown Business
3637,Crown Forum
3638,Crown House Publishing
3639,Crown Ministries Intl
3640,Crown Publishers
3641,Crown Publishers Harmony Books
3642,"Crown Publishers, Inc"
3643,Crown Publishers/random House
3644,Crown Publishing Group
3645,Crown Publishing Group (NY)
3646,Crowood Press (UK)
3647,Crowswing Books
3648,Cryptic Press (NY)
3649,Crystal Clarity Publishers
3650,Crystal Clarity Pubs
3651,Crystal Dreams Publications
3652,Crystal Dreams Publishing
3653,Crystal Eye Ltd
3654,Crystal Health Pub
3655,Crystalline Publications
3656,CrÃ­tica Grijalbo Mondadori
3657,Csa Pr
3658,Css Pub Co
3659,Ctc International
3660,Cuadernos para el DiÃ¡logo
3661,"Cuchipanda, Incorporated"
3662,Cuisinart Cooking Club
3663,Cuisinarts
3664,Culinary Secrets
3665,Cultura Editores Associados
3666,Culture Crossings Limited
3667,Cumberland House
3668,Cumberland House Publishing
3669,Cune
3670,Cune Press
3671,Cupress Ltd
3672,Cupsa
3673,Cura Verl
3674,Curbside Pr
3675,Curbstone Press
3676,Curley
3677,Curley Large Print
3678,Curley Pub
3679,Currency
3680,Currency Press
3681,Currency Press Pty Ltd
3682,Current Biology Ltd
3683,Currier-Davis Pub
3684,Curtin  London
3685,Curves International
3686,Curzon Press
3687,Custom Publishing
3688,Cutting Edge Press
3689,Cy De Cosse Inc
3690,CyPress Publications
3691,Cyber Classics
3692,Cyberactive Media Group
3693,Cyberage Books
3694,Cyberosia Publishing
3695,Cycle America
3696,Cygnet Books
3697,Cypress House
3698,Cypress Moon Press
3699,Czernin
3700,Czytelnik
3701,CÃ¡tedra
3702,CÃ­rculo de Amigos de la Historia
3703,CÃ­rculo de Lectores
3704,"D A W Books, Incorporated"
3705,D C Heath  Co
3706,D C Thomson  Co. Ltd.
3707,D&amp;q
3708,D'Oro Press
3709,D. Bateman
3710,D. C. Cook Pub
3711,D. C. Cook Pub. Co
3712,D. C. Heath  Co.
3713,D. C. Heath  Company
3714,"D. C. Heath, Canada"
3715,D. Coutinho
3716,D. J. Inkers
3717,D. Kindersley Inc.
3718,D. Lovell Pub
3719,D. McKay
3720,D. McKay Co
3721,D. McMillan Publications
3722,D. R. Godine
3723,D. RÃ¼ggeberg
3724,D. Spears
3725,D. Wood
3726,D.A.P./Paper Magazine
3727,D.C. Cook Pub
3728,D.C. Cook Pub. Co
3729,D.C. Heath
3730,D.C. Thomson
3731,"D.C. Thomson  Co., Ltd"
3732,D.I. Fine
3733,D.R. Godine
3734,D.S.Brewer
3735,DAW
3736,DAW Books
3737,"DAW Books, Inc."
3738,DBM Publishing
3739,DC Books
3740,DC Comics
3741,DCI Pub
3742,DCI Publishing
3743,DCI/Chronimed Pub.
3744,DDC Publishing
3745,DELL
3746,DH Audio
3747,DIANE Publishing Co
3748,DIANE Publishing Company
3749,DINE Systems
3750,DISNEY AUDIO
3751,DISNEY BOOKS (LITTLE BROWN)
3752,DK Ink
3753,DK Publishing
3754,DK Publishing / QPB edition
3755,DK Publishing Inc
3756,DML
3757,DOPESA 2
3758,DOT Pub. Co
3759,DTP
3760,DTV
3761,DTV Premium
3762,DTV-Beck
3763,DUMONT Literatur und Kunst Verlag
3764,DUMONT monte
3765,Da Capo Press
3766,"Da Trendz Publications, Inc."
3767,DaCapo Press
3768,Daedalus Books
3769,Daedalus Books Inc Remainders
3770,Daedalus Publishing Company
3771,Dafina
3772,Dafina Books
3773,Daily Racing Form Pr
3774,Daily Telegraph
3775,Daimon
3776,Daimon Verlag
3777,Dakota
3778,Dakota Editions
3779,Dale Seymour Publications
3780,Dalesman
3781,Dalesman Publishing Company Ltd
3782,Dalkey Archive Pr
3783,Dalkey Archive Press
3784,Dalmatian Press
3785,Dalmation Press
3786,"Dalton Watson, England"
3787,Damron Company
3788,Dan Helpingstine
3789,Dancing Ground Pr
3790,Dancing Star Books
3791,"Dandelion Books, LLC"
3792,Dandelion Press
3793,Dandy Lion Pubns
3794,Dangles
3795,Daniel  Daniel Publishers
3796,Daniel D. New
3797,Daniel Mahnke
3798,Danielle Girard
3799,Danmark Pub
3800,Dar Us Salam Pubns
3801,Darby Creek Publishing
3802,Dare Books
3803,Dargaud
3804,Dargaud Publishing International
3805,Dark Harvest
3806,Dark Horse Comics
3807,DarkTales Publications
3808,Darlene F. Cobb
3809,Darling  Company
3810,Dartmouth College
3811,Dartmouth College Press/University Press of N
3812,Dartmouth Publishing Group
3813,Dartnell Corp.
3814,Darton Longman and Todd
3815,"Darton, Longman  Todd"
3816,"Darton, Longman  Todd Ltd"
3817,"Darton, Longman and Todd"
3818,Darwin Pubns
3819,Das Neue Berlin
3820,Data Becker
3821,Datamyte Corporation
3822,Daughters of st Paul
3823,"Daughters, Inc"
3824,"Daughters, inc"
3825,"Daughters, inc.]"
3826,David  Charles
3827,David  Charles Children's Books
3828,David  Charles Publishers
3829,David A. Gawlik
3830,David Bateman Ltd
3831,David Brown Book Co
3832,David Bull Publishing
3833,David C. Cook Pub. Co
3834,David C. Cook Publishing Co.
3835,David C. Cook Publishing Company
3836,David Fickling Books
3837,David Ling
3838,David Ling Pub
3839,David Ling Publishers
3840,David McDowall
3841,David McKay Co
3842,David McKay Company Inc
3843,David Olin Tullis
3844,David P. Schloss
3845,David Philip
3846,David Porteous Editions
3847,David R Godine
3848,David R Godine Pub
3849,David R. Godine
3850,David R. Godine Publisher
3851,David Suzuki Foundation
3852,David Westnedge
3853,Davidsfonds
3854,Davies-Black Pub
3855,Davies-Black Publishing
3856,Davis Publications
3857,"Davis Publications, Incorporated"
3858,Davis Pubns
3859,Davis-Poynter
3860,Daw Books
3861,Daw Hardcover
3862,Dawn
3863,Dawn Dancer Press
3864,Dawn Horse Pr
3865,Dawn Horse Press
3866,Dawn Publications (CA)
3867,Dawn Pubns
3868,Dawnsign Press
3869,Day Dream Pub.
3870,Day Hike Books
3871,Daybreak Books
3872,Daybreak on the Lake Press
3873,Daybue Publishing
3874,Dc Comics
3875,De Agostini Editions
3876,De Arbeiderspers
3877,De Bezige Bij
3878,De Haan
3879,De Minuit
3880,De Prom
3881,De Vecchi
3882,De l' Atelier
3883,DeVorss  Co
3884,DeVorss  Company
3885,Deadbase
3886,Deadly Alibi Press
3887,Deadly Alibi Press Ltd.
3888,Deadly Serious Press
3889,Deadwood Pub Ltd
3890,Deaf Life Press
3891,Dean Clark Pub
3892,Dearborn Financial Publishing
3893,Dearborn Resources
3894,Dearborn Trade
3895,Dearborn Trade Pub
3896,"Dearborn Trade, a Kaplan Professional Company"
3897,Debate
3898,Debols!llo
3899,Debolsillo
3900,"Debt-Free  Prosperous Living, Incorporated"
3901,Debut Publishing
3902,Decent Exposure Press
3903,Dedalus
3904,Dedalus Ltd
3905,Dedalus Press
3906,"Dedalus, Ltd"
3907,Deep Forest Press
3908,Deer Publishing Company (CA)
3909,Deerlick Enterprise
3910,Defenders Publications
3911,Defining Moments
3912,Deirdre McDonald Books
3913,Del Rey
3914,Del Rey Books
3915,Del Sol Press
3916,Delacorte Bfyr
3917,Delacorte Books for Young Readers
3918,Delacorte Press
3919,Delacorte Press Books for Young Readers
3920,Delacorte Press/E. Friede
3921,Delacorte Press/Eleanor Friede
3922,Delacorte Press/S. Lawrence
3923,Delacorte Press/Seymour Lawrence
3924,Delafield Pr
3925,Delafield Press
3926,Delair Pub Co
3927,Delair Publishing Company
3928,Delcorte Press
3929,Delcourt
3930,Delilah Books
3931,Delius Klasing Verlag GmbH
3932,Dell
3933,Dell Books
3934,Dell Pub
3935,Dell Pub. Co
3936,Dell Pub. Col
3937,Dell Publ. Co
3938,Dell Publishing
3939,"Dell Publishing Co., Inc."
3940,Dell Publishing Company
3941,Dell Yearling
3942,Dellen Pub Corp
3943,Delmar Learning
3944,Delmar Publishers
3945,Delmar Thomson Learning
3946,Delorme Mapping Co
3947,Delos Inc
3948,Delphi Books
3949,"Delphin-Vlg., KÃ?Â¶ln"
3950,Delphinium Books
3951,Delta
3952,Delta Book Co
3953,Delta Publishing
3954,Delta Systems
3955,Delta Systems Co
3956,Delta Trade Paperbacks
3957,Delta/S. Lawrence
3958,Demand Publications
3959,Dembner Books
3960,Demco Media
3961,Demeter Press
3962,Demos Medical Publishing
3963,Demos Vermande
3964,Dempsey Parr
3965,DenAliLove Publications
3966,Deneau
3967,Denlinger's Publishers Ltd
3968,Denlingers Pub Ltd
3969,Dennis Landman Pub
3970,Dennis McMillan Publications
3971,Denoel French
3972,DenoÃ?Â«l
3973,DenoÃ«l
3974,Dent
3975,Denver Press
3976,DenÃ¶el
3977,Deodand Publishing
3978,Departamento de FilologÃ­a Italiana (U.C.M.)
3979,Derbibooks : distributed by Book Sales
3980,Derbyshire Countryside Ltd
3981,Dercum Audio
3982,Dereta
3983,Derrydale
3984,Derrydale Books
3985,Derrydale Press
3986,Dervy-Livres
3987,Des Femmes
3988,Des Moines Art Center
3989,Descant
3990,Desclee de Brouwer
3991,Desclee de Brower
3992,DesclÃ©e de Brouwer
3993,Deseret Bk
3994,Deseret Bk. Co
3995,Deseret Book
3996,Deseret Book Co
3997,Deseret Book Company
3998,Desert Pubns
3999,Deshon Press
4000,Design Enterprises of San Francisco
4001,Design Image
4002,Design Image Group Inc.
4003,Design Press
4004,Designs for Wellness Press
4005,DesjonquÃ?Â¨res
4006,"Desktop Impressions, Incorporated"
4007,Desktop Pub
4008,Desnivel
4009,Dessain et Tolra
4010,Destino
4011,Destino Ediciones
4012,Destiny Books
4013,Destiny Image Publishers
4014,Destiny Publications
4015,Determined Productions
4016,Detroit free press
4017,Detselig Enterprises
4018,Deusto
4019,Deuticke
4020,"Deuticke, Verlagsgesellschaft Franz"
4021,"Deuticke, Verlagsgesellschaft mbH Franz"
4022,Deutsch
4023,Deutsch (Harri)
4024,Deutsche Bibelgesellschaft
4025,Deutsche Verlags-Anstalt
4026,Deutsche Verlags-Anstalt DVA
4027,Deutsche Verlagsanstalt
4028,Deutscher Studien Verlag
4029,Deutscher Taschenbuch Verein
4030,Deutscher Taschenbuch Verlag
4031,Deutscher Taschenbuch Verlag (DTV)
4032,Deutscher Taschenbuch Verlag GmbH  Co. KG
4033,Deutscher Taschenbuch-Verlag
4034,Deutscher UniversitÃ?Â¤tsverlag
4035,Developmental Research and Programs
4036,Devereux Books
4037,Devil's Due Publishing
4038,Devin J Starlanyl
4039,Devin-Adair Pub
4040,Devine Multi Media
4041,Devon Pub Co
4042,Devorss  Co
4043,Devorss  Co (Txp)
4044,Devyn Press
4045,Dewan Bahasa dan Pustaka
4046,"Dewan Bahasa dan Pustaka, Kementerian Pendidikan Malaysia"
4047,Dewi Lewis Publishing
4048,Dexter Publishing
4049,Dh Audio
4050,Dharma Publishing
4051,Dhv der HÃ¶rverlag
4052,Di Capua
4053,Diadem Books
4054,Diagonal -Grupo 62
4055,Diakonia Ministries
4056,Dial Books
4057,Dial Books for Young Readers
4058,Dial Pr
4059,Dial Press
4060,Dialog Press
4061,Dialogue House Library
4062,Diamond Books
4063,Diamond Books (NY)
4064,Diamond Comic Distributors
4065,Diamond Communications
4066,Diamond Press
4067,Diamond/Charter
4068,Diana
4069,Diane Pub Co
4070,Dick Sleeper Distribution
4071,Dickenson Pub. Co
4072,Dickenson Publishing Company
4073,Didier
4074,Didier Jeunesse
4075,Didier Millet (Pte) Ltd.
4076,Die Galerie
4077,Diederichs
4078,"Diederichs GmbH  Co. KG, Verlag Eugen"
4079,Diesel Press
4080,Diesterweg
4081,Dietz
4082,"Dietz, Berlin"
4083,"Dietz, Bonn"
4084,Diffusion Hachette
4085,Diffusion Harmonia Mundi
4086,Diffusion Le Seuil
4087,Diffusion PUF
4088,Diffusion Seuil
4089,"Diffusion, DimÃ©dia"
4090,"Diffusion, Editions L'Harmattan"
4091,"Diffusion, GrÃ¼nd"
4092,DifusÃ£o Cultural
4093,Digest Books
4094,Digireads.com
4095,Digital Press
4096,Digital Scanning
4097,Dilligaf Publishing
4098,Dillon Press
4099,Dimension Books
4100,Dimensions for Living
4101,Dine College Pr
4102,Dingo
4103,Dinnerman Books
4104,Dino
4105,Dinomates Press
4106,Diogenes
4107,Diogenes Verlag
4108,Diogenes Verlag AG
4109,"Diogenes Verlag, ZÃ?Â¼rich"
4110,Diogenes-Verlag
4111,Diputacion de Granada
4112,DiputaciÃ³n Foral de Alava
4113,DiputaciÃ³n General de Aragon
4114,"DiputaciÃ³n General de AragÃ³n, Departamento de Agricultura, Ganaderia y Montes"
4115,"DiputaciÃ³n General de AragÃ³n, Departamento de Cultura y EducaciÃ³n"
4116,Directory of Social Change
4117,Dirty South
4118,Disc-Us Books
4119,Discipleship Resources
4120,Discover Fun Publishing Discover Fun Publishi
4121,Discover Guides
4122,DiscoverGuides
4123,Discovery Books
4124,Discovery Communications
4125,Discovery House Publishers
4126,Discovery Institute
4127,Discovery Pr
4128,Discovery Toys
4129,Disinformation Company
4130,Disney Books By Mail
4131,Disney Books by Mail
4132,Disney Editions
4133,Disney Pr
4134,Disney Pr (Jp)
4135,Disney Pr (Jt)
4136,Disney Pr (L)
4137,Disney Press
4138,Dissertation.Com.
4139,Dissident Editions
4140,Distal
4141,Distal USA Inc
4142,Distribooks
4143,Distribooks Inc
4144,Distribooks Int'l+inc
4145,Distribooks Intl
4146,"DistribuciÃ³n, Soteblan"
4147,"Distribuidor exclusivo, ZYX"
4148,"Distribuidor, Espasa-Calpe"
4149,Distributed Art Pub Inc
4150,Distributed Art Publishers
4151,Distributed Art Publishers (DAP)
4152,Distributed by Ballantine Books
4153,Distributed by Berkshire Traveller Press
4154,Distributed by Caroline House Publishers
4155,Distributed by China Publications Centre (Guoji Shudian)
4156,Distributed by Consortium Book Sales and Distribution
4157,Distributed by Crown Publishers
4158,Distributed by Doubleday
4159,Distributed by Eiron
4160,Distributed by Everest House
4161,Distributed by Funk  Wagnalls
4162,Distributed by G. Allen
4163,Distributed by General Distribution Services
4164,Distributed by Globe Pequot Press
4165,Distributed by H. Holt and Co
4166,Distributed by Harper  Row
4167,Distributed by Houghton Mifflin
4168,Distributed by I.S.B.S
